97100;BASSE TERRE;GUADELOUPE
97110;POINTE A PITRE;GUADELOUPE
97111;MORNE A L EAU;GUADELOUPE
97112;GRAND BOURG;GUADELOUPE
97113;GOURBEYRE;GUADELOUPE
97114;TROIS RIVIERES;GUADELOUPE
97115;STE ROSE;GUADELOUPE
97116;POINTE NOIRE;GUADELOUPE
97117;PORT LOUIS;GUADELOUPE
97118;ST FRANCOIS;GUADELOUPE
97119;VIEUX HABITANTS;GUADELOUPE
97120;ST CLAUDE;GUADELOUPE
97121;ANSE BERTRAND;GUADELOUPE
97122;BAIE MAHAULT;GUADELOUPE
97123;BAILLIF;GUADELOUPE
97125;BOUILLANTE;GUADELOUPE
97126;DESHAIES;GUADELOUPE
97127;LA DESIRADE;GUADELOUPE
97128;GOYAVE;GUADELOUPE
97129;LAMENTIN;GUADELOUPE
97130;BANANIER;GUADELOUPE
97130;CAPESTERRE BELLE EAU;GUADELOUPE
97130;STE MARIE;GUADELOUPE
97131;PETIT CANAL;GUADELOUPE
97131;LES MANGLES;GUADELOUPE
97132;PIGEON;GUADELOUPE
97133;ST BARTHELEMY;GUADELOUPE
97134;ST LOUIS;GUADELOUPE
97136;TERRE DE BAS;GUADELOUPE
97137;TERRE DE HAUT;GUADELOUPE
97139;LES ABYMES;GUADELOUPE
97140;CAPESTERRE DE MARIE GALANTE;GUADELOUPE
97141;VIEUX FORT;GUADELOUPE
97142;LES ABYMES;GUADELOUPE
97150;ST MARTIN;GUADELOUPE
97160;LE MOULE;GUADELOUPE
97170;PETIT BOURG;GUADELOUPE
97180;DOUVILLE;GUADELOUPE
97180;STE ANNE;GUADELOUPE
97190;LE GOSIER;GUADELOUPE
97200;FORT DE FRANCE;MARTINIQUE
97211;RIVIERE PILOTE;MARTINIQUE
97212;ST JOSEPH;MARTINIQUE
97213;GROS MORNE;MARTINIQUE
97214;LE LORRAIN;MARTINIQUE
97215;RIVIERE SALEE;MARTINIQUE
97215;RIVIERE SALEE PETIT BOURG;MARTINIQUE
97216;L AJOUPA BOUILLON;MARTINIQUE
97217;LES ANSES D ARLET;MARTINIQUE
97218;BASSE POINTE;MARTINIQUE
97218;MACOUBA;MARTINIQUE
97218;GRAND RIVIERE;MARTINIQUE
97220;LA TRINITE;MARTINIQUE
97221;LE CARBET;MARTINIQUE
97222;BELLEFONTAINE;MARTINIQUE
97222;CASE PILOTE;MARTINIQUE
97223;LE DIAMANT;MARTINIQUE
97224;DUCOS;MARTINIQUE
97225;LE MARIGOT;MARTINIQUE
97226;LE MORNE VERT;MARTINIQUE
97227;STE ANNE;MARTINIQUE
97228;STE LUCE;MARTINIQUE
